Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
036010,KR7036010007,아비코전자,KOSDAQ,중견기업부,7460,1,310,4.34,7290,7680,7210,141033,1062251570,99165287640,13292934,KSQ,ME005
198440,KR7198440000,강동씨앤엘,KOSDAQ,중견기업부,1624,2,-27,-1.64,1684,1689,1611,482370,787193702,98953399104,60931896,KSQ,ME005
053350,KR7053350005,이니텍,KOSDAQ,중견기업부,4485,1,20,0.45,4345,4495,4335,21124,93360210,98764476525,22021065,KSQ,ME005
323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,4240,2,-125,-2.86,4360,4380,4110,151896,633519566,98611142800,23257345,KSQ,ME005
250060,KR7250060001,모비스,KOSDAQ,기술성장기업부,3065,1,25,0.82,3045,3095,3045,56568,173570805,98605077410,32171314,KSQ,ME005
352090,KR7352090005,스톰테크,KOSDAQ,우량기업부,3665,2,-25,-0.68,3690,3690,3625,8108,29558455,98489537670,26872998,KSQ,ME005
317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,2660,1,70,2.7,2660,2780,2610,165511,445691285,98412025320,36997002,KSQ,ME005
182360,KR7182360008,큐브엔터,KOSDAQ,우량기업부,6330,1,110,1.77,6200,6410,6200,7882,49867660,98397229380,15544586,KSQ,ME005
083500,KR7083500009,에프엔에스테크,KOSDAQ,우량기업부,11840,1,80,0.68,11760,12180,11710,35442,422519890,98347503680,8306377,KSQ,ME005
162300,KR7162300008,신스틸,KOSDAQ,우량기업부,2355,2,-25,-1.05,2380,2540,2315,1315253,3206625802,97665104610,41471382,KSQ,ME005
217190,KR7217190008,제너셈,KOSDAQ,벤처기업부,7410,1,60,0.82,7480,7580,7260,48245,360110430,97469369010,13153761,KSQ,ME005
192410,KR7192410009,오늘이엔엠,KOSDAQ,중견기업부,3865,2,-55,-1.4,3920,4050,3850,6132,24039395,97343538285,25185909,KSQ,ME005
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,6680,2,-50,-0.74,6680,6730,6610,3248,21636880,96769058480,14486386,KSQ,ME005
411080,KR7411080005,샌즈랩,KOSDAQ,기술성장기업부,6310,1,120,1.94,6200,6440,6050,245074,1534389185,96338795780,15267638,KSQ,ME005
052420,KR7052420007,오성첨단소재,KOSDAQ,우량기업부,9880,1,80,0.82,9800,9900,9680,8003,78885060,96251048920,9742009,KSQ,ME005
348350,KR7348350000,위드텍,KOSDAQ,벤처기업부,9790,1,200,2.09,9590,9920,9520,46097,450943970,95683544000,9773600,KSQ,ME005
235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,2785,1,55,2.01,2730,2815,2700,57182,157588870,95456211985,34275121,KSQ,ME005
129920,KR7129920005,대성하이텍,KOSDAQ,벤처기업부,5870,1,700,13.54,5150,5880,5070,164103,910590630,95379845520,16248696,KSQ,ME005
330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,7190,2,-170,-2.31,7270,7310,7130,60318,434827870,94905699200,13199680,KSQ,ME005
037030,KR7037030004,파워넷,KOSDAQ,우량기업부,3715,1,110,3.05,3635,3770,3620,175475,648910355,94780765280,25512992,KSQ,ME005
014950,KR7014950000,삼익제약,KOSDAQ,벤처기업부,9410,2,-290,-2.99,9690,9700,9330,358048,3412546625,94736003080,10067588,KSQ,ME005
109610,KR7109610006,에스와이,KOSDAQ,중견기업부,1928,1,63,3.38,1890,1933,1869,61521,117536019,94293467200,48907400,KSQ,ME005
049950,KR7049950009,미래컴퍼니,KOSDAQ,중견기업부,10680,1,50,0.47,10650,10870,10650,8353,89967050,94175001120,8817884,KSQ,ME005
002230,KR7002230001,피에스텍,KOSDAQ,우량기업부,5100,1,50,0.99,5100,5160,5050,19733,100997360,93947457000,18421070,KSQ,ME005
173130,KR7173130006,오파스넷,KOSDAQ,중견기업부,7200,1,150,2.13,7060,7240,7040,39325,282168090,93934605600,13046473,KSQ,ME005
205100,KR7205100001,엑셈,KOSDAQ,벤처기업부,1388,2,-32,-2.25,1441,1441,1381,483374,677639988,93744651112,67539374,KSQ,ME005
036220,KR7036220002,오상헬스케어,KOSDAQ,우량기업부,6550,2,-50,-0.76,6560,6620,6460,12298,80536380,93726674800,14309416,KSQ,ME005
457370,KR7457370005,한켐,KOSDAQ,중견기업부,11600,1,340,3.02,11350,12300,11350,1385092,16397829820,93578754400,8067134,KSQ,ME005
042500,KR7042500009,링네트,KOSDAQ,우량기업부,4195,2,-15,-0.36,4220,4250,4185,20973,88168065,93511349080,22291144,KSQ,ME005
187790,KR7187790001,나노,KOSDAQ,벤처기업부,3025,3,0,0.0,3050,3060,2965,32948,99004890,93293510750,30840830,KSQ,ME005
045970,KR7045970001,코아시아,KOSDAQ,중견기업부,3540,1,75,2.16,3525,3750,3520,45074,163839650,93154661040,26314876,KSQ,ME005
005860,KR7005860002,한일사료,KOSDAQ,우량기업부,2360,3,0,0.0,2360,2375,2280,221487,519492985,92992696600,39403685,KSQ,ME005
074430,KR7074430000,아미노로직스,KOSDAQ,중견기업부,1035,1,25,2.48,1019,1050,995,41469,42265705,92468961720,89341992,KSQ,ME005
255440,KR7255440000,야스,KOSDAQ,벤처기업부,7040,2,-10,-0.14,7110,7110,6910,20007,140493550,91928320000,13058000,KSQ,ME005
493330,KR7493330005,지에프아이,KOSDAQ,벤처기업부,11390,2,-10,-0.09,11670,11670,11300,22367,255372730,91570053070,8039513,KSQ,ME005
380550,KR7380550004,뉴로핏,KOSDAQ,기술성장기업부,7500,1,200,2.74,7220,7870,7090,179996,1352113975,91491495000,12198866,KSQ,ME005
432470,KR7432470003,케이엔에스,KOSDAQ,벤처기업부,10410,1,140,1.36,10270,10480,10150,34374,354151020,91311897960,8771556,KSQ,ME005
282720,KR7282720002,금양그린파워,KOSDAQ,중견기업부,7510,1,110,1.49,7440,7520,7360,5043,37567395,91017445000,12119500,KSQ,ME005
040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,5800,2,-10,-0.17,5800,5820,5800,2695,15662145,90929801600,15677552,KSQ,ME005
023900,KR7023900004,풍국주정,KOSDAQ,우량기업부,7210,1,60,0.84,7190,7210,7050,11124,79176240,90846000000,12600000,KSQ,ME005
053580,KR7053580007,웹케시,KOSDAQ,우량기업부,7000,1,120,1.74,6890,7070,6890,4115,28793420,90681052000,12954436,KSQ,ME005
047560,KR7047560008,이스트소프트,KOSDAQ,중견기업부,7710,1,220,2.94,7580,7800,7580,16873,130304445,90616262220,11753082,KSQ,ME005
362320,KR7362320004,청담글로벌,KOSDAQ,중견기업부,4370,1,5,0.11,4370,4480,4350,9706,42373350,90428047290,20692917,KSQ,ME005
093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,4835,2,-10,-0.21,4845,4885,4820,828,4006110,89931000000,18600000,KSQ,ME005
062970,KR7062970009,한국첨단소재,KOSDAQ,중견기업부,2985,1,45,1.53,3000,3050,2785,1776005,5216291461,89915432655,30122423,KSQ,ME005
009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,14080,1,20,0.14,14170,14170,13740,456,6344080,89689600000,6370000,KSQ,ME005
419050,KR7419050000,삼기에너지솔루션즈,KOSDAQ,중견기업부,1567,1,43,2.82,1531,1610,1524,167756,262163495,89626508080,57196240,KSQ,ME005
066590,KR7066590001,스모트로닉,KOSDAQ,중견기업부,2310,1,25,1.09,2305,2315,2280,30458,69859265,89346034470,38677937,KSQ,ME005
013310,KR7013310008,아진산업,KOSDAQ,우량기업부,2295,1,25,1.1,2285,2315,2280,38828,89322917,89061105690,38806582,KSQ,ME005
048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,2880,2,-10,-0.35,2960,2960,2855,11919,34322830,88968263040,30891758,KSQ,ME005
307870,KR7307870006,비투엔,KOSDAQ,벤처기업부,1189,2,-33,-2.7,1222,1226,1177,256759,306930568,88341849865,74299285,KSQ,ME005
900260,HK0000295359,로스웰,KOSDAQ,외국기업(소속부없음),1919,1,48,2.57,1889,2075,1876,21761,43267965,88331005814,46029706,KSQ,ME005
357230,KR7357230002,에이치피오,KOSDAQ,우량기업부,2130,2,-45,-2.07,2140,2145,2120,4284,9120410,87955103880,41293476,KSQ,ME005
054540,KR7054540000,삼영엠텍,KOSDAQ,우량기업부,6740,1,40,0.6,6720,6800,6690,28941,194442670,87620000000,13000000,KSQ,ME005
086960,KR7086960002,MDS테크,KOSDAQ,우량기업부,2060,2,-60,-2.83,2155,2165,2055,654816,1372491956,87609060200,42528670,KSQ,ME005
234300,KR7234300002,에스트래픽,KOSDAQ,우량기업부,3215,1,30,0.94,3185,3230,3185,31552,101123195,87473012700,27207780,KSQ,ME005
322180,KR7322180001,LS티라유텍,KOSDAQ,벤처기업부,4060,2,-20,-0.49,4070,4185,4020,17209,70112471,87274190360,21496106,KSQ,ME005
052460,KR7052460003,아이크래프트,KOSDAQ,벤처기업부,5960,3,0,0.0,5930,6040,5870,76041,452889210,87063298560,14607936,KSQ,ME005
096240,KR7096240007,크레버스,KOSDAQ,우량기업부,8470,1,50,0.59,8550,8550,8370,5191,43723550,86717384600,10238180,KSQ,ME005
439580,KR7439580002,블루엠텍,KOSDAQ,기술성장기업부,2545,2,-195,-7.12,2730,2755,2540,195975,509970975,86139462115,33846547,KSQ,ME005
065450,KR7065450009,빅텍,KOSDAQ,벤처기업부,2920,1,35,1.21,2885,2930,2850,122893,356302176,86127744760,29495803,KSQ,ME005
226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,4145,2,-105,-2.47,4260,4310,4050,119110,494246007,85642336145,20661601,KSQ,ME005
223250,KR7223250002,드림씨아이에스,KOSDAQ,벤처기업부,3480,2,-150,-4.13,3630,3640,3400,818024,2855697648,85609545120,24600444,KSQ,ME005
089230,KR7089230007,THE E&M,KOSDAQ,중견기업부,2170,1,25,1.17,2145,2220,2120,121393,262608280,85544338180,39421354,KSQ,ME005
052900,KR7052900008,KX하이텍,KOSDAQ,우량기업부,1113,1,44,4.12,1076,1165,1075,1305600,1475095770,85331584170,76668090,KSQ,ME005
033290,KR7033290008,로젠,KOSDAQ,우량기업부,1518,2,-5,-0.33,1519,1524,1511,2717,4120306,85245264918,56156301,KSQ,ME005
299660,KR7299660001,셀리드,KOSDAQ,기술성장기업부,2885,1,665,29.95,2410,2885,2410,1950326,5386442454,85116088645,29502977,KSQ,ME005
004650,KR7004650008,창해에탄올,KOSDAQ,우량기업부,9260,2,-20,-0.22,9220,9280,9220,4574,42301660,85107595100,9190885,KSQ,ME005
072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,9150,1,20,0.22,9120,9310,9010,7625,69377720,84699546150,9256781,KSQ,ME005
025950,KR7025950007,동신건설,KOSDAQ,우량기업부,10080,1,130,1.31,10050,10100,9980,6249,62542100,84672000000,8400000,KSQ,ME005
049080,KR7049080005,기가레인,KOSDAQ,벤처기업부,9960,2,-100,-0.99,10190,10190,9750,201957,2013847975,84543806640,8488334,KSQ,ME005
048910,KR7048910004,대원미디어,KOSDAQ,우량기업부,6710,1,100,1.51,6670,6740,6550,17564,117419410,84404727660,12578946,KSQ,ME005
066430,KR7066430000,아이로보틱스,KOSDAQ,중견기업부,2155,1,15,0.7,2165,2195,2110,255914,550195788,84375740780,39153476,KSQ,ME005
330730,KR7330730003,스톤브릿지벤처스,KOSDAQ,벤처기업부,4625,1,10,0.22,4585,4660,4585,3581,16515820,84257463750,18217830,KSQ,ME005
357580,KR7357580000,아모센스,KOSDAQ,기술성장기업부,7110,1,90,1.28,6940,7400,6880,166843,1196143810,83825207820,11789762,KSQ,ME005
100590,KR7100590009,머큐리,KOSDAQ,중견기업부,4890,2,-100,-2.0,5150,5150,4815,310564,1531636860,83812375050,17139545,KSQ,ME005
185490,KR7185490000,아이진,KOSDAQ,벤처기업부,1936,2,-29,-1.48,1965,1985,1915,44356,85765690,83692861824,43229784,KSQ,ME005
029480,KR7029480001,광무,KOSDAQ,중견기업부,1401,2,-9,-0.64,1410,1425,1401,31979,45151512,83666503932,59719132,KSQ,ME005
263720,KR7263720005,디앤씨미디어,KOSDAQ,우량기업부,6830,2,-100,-1.44,6970,6970,6790,6339,43358720,83637181630,12245561,KSQ,ME005
044990,KR7044990000,에이치엔에스하이텍,KOSDAQ,기술성장기업부,10850,1,280,2.65,10900,11500,10680,15722,170621680,83386861250,7685425,KSQ,ME005
215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,4095,1,15,0.37,4085,4145,4085,24326,99919547,83326919130,20348454,KSQ,ME005
040160,KR7040160004,누리플렉스,KOSDAQ,중견기업부,6970,1,140,2.05,6900,7180,6900,10365,72748480,82826956470,11883351,KSQ,ME005
086710,KR7086710001,선진뷰티사이언스,KOSDAQ,우량기업부,6780,1,20,0.3,6770,6880,6750,1158,7856650,82738238400,12203280,KSQ,ME005
294630,KR7294630009,서남,KOSDAQ,기술성장기업부,3120,2,-40,-1.27,3190,3190,3055,54069,168547075,82677438480,26499179,KSQ,ME005
078890,KR7078890001,가온그룹,KOSDAQ,중견기업부,4480,2,-10,-0.22,4520,4560,4405,32818,146369324,82543744640,18424943,KSQ,ME005
246960,KR7246960009,SCL사이언스,KOSDAQ,기술성장기업부,2425,3,0,0.0,2485,2490,2370,88083,213068883,82491338975,34017047,KSQ,ME005
038110,KR7038110003,에코플라스틱,KOSDAQ,우량기업부,2000,1,4,0.2,2000,2010,1989,43836,87410139,82338740000,41169370,KSQ,ME005
036640,KR7036640001,HRS,KOSDAQ,우량기업부,5030,1,10,0.2,5070,5070,5000,11129,55951850,82264644000,16354800,KSQ,ME005
234030,KR7234030005,싸이닉솔루션,KOSDAQ,중견기업부,3475,1,25,0.72,3475,3845,3450,438949,1606156956,82027375000,23605000,KSQ,ME005
078140,KR7078140001,대봉엘에스,KOSDAQ,우량기업부,7380,2,-20,-0.27,7400,7470,7300,12611,92914040,81818953020,11086579,KSQ,ME005
058820,KR7058820002,CMG제약,KOSDAQ,관리종목(소속부없음),552,2,-25,-4.33,572,581,542,700140,388135501,81764202912,148123556,KSQ,ME005
037760,KR7037760006,쎄니트,KOSDAQ,중견기업부,2415,1,55,2.33,2370,2430,2370,47772,114744215,81706504215,33832921,KSQ,ME005
478560,KR7478560006,블랙야크아이앤씨,KOSDAQ,벤처기업부,3155,2,-10,-0.32,3265,3265,3115,22597,71532505,81494590190,25830298,KSQ,ME005
105740,KR7105740005,디케이락,KOSDAQ,우량기업부,8010,1,30,0.38,8100,8100,7920,11117,88385465,81449789130,10168513,KSQ,ME005
0015S0,KR70015S0005,페스카로,KOSDAQ,기술성장기업부,8250,1,60,0.73,8120,8310,7990,58907,480009560,81400522500,9866730,KSQ,ME005
007820,KR7007820004,엠엑스로보틱스,KOSDAQ,중견기업부,3490,2,-5,-0.14,3530,3545,3480,46349,162413050,81398732310,23323419,KSQ,ME005
381620,KR7381620004,제닉스로보틱스,KOSDAQ,중견기업부,6200,1,50,0.81,6270,6300,6040,26492,163247180,81331104000,13117920,KSQ,ME005
101330,KR7101330009,모베이스,KOSDAQ,중견기업부,3510,2,-25,-0.71,3595,3595,3480,10044,35387680,81246071790,23147029,KSQ,ME005
066980,KR7066980004,한성크린텍,KOSDAQ,벤처기업부,1508,1,16,1.07,1506,1530,1493,95891,145199208,81086974124,53771203,KSQ,ME005
100130,KR7100130004,동국S&C,KOSDAQ,중견기업부,1418,2,-10,-0.7,1419,1435,1402,94036,132861688,81028774000,57143000,KSQ,ME005
091120,KR7091120006,이엠텍,KOSDAQ,중견기업부,4720,2,-185,-3.77,4860,4940,4720,18136,86558485,80867457920,17132936,KSQ,ME005
418470,KR7418470001,KT밀리의서재,KOSDAQ,우량기업부,9410,2,-40,-0.42,9470,9510,9360,20315,191815910,80604074490,8565789,KSQ,ME005
365330,KR7365330000,에스와이스틸텍,KOSDAQ,우량기업부,1602,1,60,3.89,1556,1615,1556,249086,396408996,80373942000,50171000,KSQ,ME005
033560,KR7033560004,블루콤,KOSDAQ,중견기업부,4695,2,-50,-1.05,4745,4775,4685,1195,5613625,80284500000,17100000,KSQ,ME005
063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,12150,1,150,1.25,12040,12300,12010,4603,55746910,80131582800,6595192,KSQ,ME005
047820,KR7047820006,초록뱀미디어,KOSDAQ,중견기업부,3260,1,15,0.46,3245,3290,3240,2308,7511415,79719811800,24453930,KSQ,ME005
412350,KR7412350001,레이저쎌,KOSDAQ,기술성장기업부,5450,1,300,5.83,5260,5630,5260,199290,1077323700,79586584350,14603043,KSQ,ME005
149980,KR7149980005,하이로닉,KOSDAQ,중견기업부,4625,2,-60,-1.28,4645,4685,4590,14722,68155421,79545587750,17199046,KSQ,ME005
032300,KR7032300006,한국파마,KOSDAQ,중견기업부,7280,1,70,0.97,7300,7580,7180,1227,8916690,79400783280,10906701,KSQ,ME005
079810,KR7079810008,APS이노베이션,KOSDAQ,우량기업부,3680,1,55,1.52,3700,3760,3630,21400,78600185,79223385920,21528094,KSQ,ME005
004590,KR7004590006,한국가구,KOSDAQ,중견기업부,5280,1,20,0.38,5220,5330,5220,12837,67680850,79200000000,15000000,KSQ,ME005
302550,KR7302550009,리메드,KOSDAQ,기술성장기업부,2615,2,-35,-1.32,2690,2690,2585,4469,11619670,79169158995,30275013,KSQ,ME005
0117P0,KR70117P0005,피스피스스튜디오,KOSDAQ,중견기업부,5580,1,60,1.09,5620,5620,5530,21570,120174795,79062523380,14168911,KSQ,ME005
032540,KR7032540007,TJ미디어,KOSDAQ,우량기업부,3780,3,0,0.0,3835,3835,3610,3159,11907105,78992221140,20897413,KSQ,ME005
475430,KR7475430005,키스트론,KOSDAQ,중견기업부,4425,1,155,3.63,4310,4510,4280,118085,522903825,78977886750,17848110,KSQ,ME005
142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,3295,2,-15,-0.45,3295,3320,3260,121660,400127400,78958187145,23963031,KSQ,ME005
137950,KR7137950002,제이씨케미칼,KOSDAQ,우량기업부,3540,2,-65,-1.8,3540,3610,3520,35498,126319535,78828061560,22267814,KSQ,ME005
389140,KR7389140005,포바이포,KOSDAQ,벤처기업부,5520,1,80,1.47,5490,5590,5330,38388,211447540,78768937200,14269735,KSQ,ME005
054670,KR7054670005,대한뉴팜,KOSDAQ,우량기업부,5480,2,-20,-0.36,5500,5530,5440,1660,9112690,78664961600,14354920,KSQ,ME005
066700,KR7066700006,테라젠이텍스,KOSDAQ,중견기업부,2115,2,-15,-0.7,2130,2130,2100,20774,43816145,78577275240,37152376,KSQ,ME005
067000,KR7067000000,조이시티,KOSDAQ,중견기업부,1122,2,-25,-2.18,1145,1145,1121,56879,64414358,78431666412,69903446,KSQ,ME005
131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,1472,2,-13,-0.88,1478,1497,1472,28648,42395579,78409146176,53267083,KSQ,ME005
000440,KR7000440008,중앙에너비스,KOSDAQ,중견기업부,12560,2,-110,-0.87,12510,12670,12400,8772,109318390,78212752800,6227130,KSQ,ME005
950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),2220,1,5,0.23,2225,2270,2210,15886,35560565,78085911480,35173834,KSQ,ME005
251120,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,8960,2,-150,-1.65,9150,9170,8900,7160,64322740,77913472000,8695700,KSQ,ME005
085670,KR7085670008,뉴프렉스,KOSDAQ,우량기업부,3180,1,285,9.84,3035,3385,2980,1096463,3554209689,77912419980,24500761,KSQ,ME005
049470,KR7049470008,비트플래닛,KOSDAQ,중견기업부,3300,1,545,19.78,3120,3580,2840,3371353,11203249245,77698166700,23544899,KSQ,ME005
382840,KR7382840007,원준,KOSDAQ,중견기업부,5080,2,-20,-0.39,5100,5270,5020,28889,148559990,77579631480,15271581,KSQ,ME005
140070,KR7140070004,서플러스글로벌,KOSDAQ,벤처기업부,2095,2,-70,-3.23,2165,2165,2095,36637,78061265,77489860000,36988000,KSQ,ME005
303810,KR7303810006,동국생명과학,KOSDAQ,중견기업부,2415,1,80,3.43,2335,2460,2330,164564,395311690,77241698100,31984140,KSQ,ME005
102370,KR7102370004,케이옥션,KOSDAQ,기술성장기업부,2980,3,0,0.0,2980,3015,2955,9123,27198891,77147104200,25888290,KSQ,ME005
024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,3865,2,-15,-0.39,3880,4060,3825,29885,116664502,77074376760,19941624,KSQ,ME005
0017J0,KR70017J0004,세미티에스,KOSDAQ,벤처기업부,2555,1,25,0.99,2560,2675,2555,150232,392022440,77035909755,30151041,KSQ,ME005
389030,KR7389030008,지니너스,KOSDAQ,기술성장기업부,1954,2,-16,-0.81,1998,1998,1949,59900,118364824,76972497534,39392271,KSQ,ME005
331380,KR7331380006,포커스에이아이,KOSDAQ,투자주의환기종목(소속부없음),2080,1,20,0.97,2060,2090,2005,2752,5642065,76877272160,36960227,KSQ,ME005
019550,KR7019550003,SBI인베스트먼트,KOSDAQ,중견기업부,954,1,4,0.42,963,963,950,113946,108718967,76857077196,80562974,KSQ,ME005
030960,KR7030960009,양지사,KOSDAQ,중견기업부,4800,1,40,0.84,4765,4850,4715,6165,29460060,76704000000,15980000,KSQ,ME005
263800,KR7263800005,데이타솔루션,KOSDAQ,중견기업부,4715,1,55,1.18,4710,4795,4690,59946,283824220,76502666700,16225380,KSQ,ME005
225530,KR7225530005,HC보광산업,KOSDAQ,우량기업부,2105,3,0,0.0,2105,2110,2070,4471,9298100,76493020335,36338727,KSQ,ME005
020710,KR7020710000,시공테크,KOSDAQ,우량기업부,3815,1,110,2.97,3705,4070,3565,840412,3267154504,76483005550,20047970,KSQ,ME005
124560,KR7124560004,태웅로직스,KOSDAQ,우량기업부,1970,2,-10,-0.51,1980,1989,1957,3792,7441881,76279997670,38720811,KSQ,ME005
058400,KR7058400003,KNN,KOSDAQ,우량기업부,5760,3,0,0.0,5980,5980,5580,12003,68655800,76279518720,13242972,KSQ,ME005
040350,KR7040350001,크레오에스지,KOSDAQ,벤처기업부,3840,2,-125,-3.15,4010,4010,3720,60338,231850611,76247792640,19856196,KSQ,ME005
088390,KR7088390000,이녹스,KOSDAQ,중견기업부,8110,2,-10,-0.12,8000,8220,8000,5116,41060800,76119194840,9385844,KSQ,ME005
253840,KR7253840003,수젠텍,KOSDAQ,중견기업부,4540,1,40,0.89,4510,4580,4470,54059,244512990,76014128000,16743200,KSQ,ME005
041930,KR7041930009,SY동아,KOSDAQ,우량기업부,5000,2,-30,-0.6,5030,5050,4995,10628,53250570,76000000000,15200000,KSQ,ME005
090470,KR7090470006,제이스로보틱스,KOSDAQ,벤처기업부,4345,1,45,1.05,4590,4590,4330,16142,70868065,75935800930,17476594,KSQ,ME005
084730,KR7084730001,팅크웨어,KOSDAQ,중견기업부,6810,2,-90,-1.3,6800,6900,6800,2838,19449040,75655177440,11109424,KSQ,ME005
396270,KR7396270001,넥스트칩,KOSDAQ,벤처기업부,2300,1,30,1.32,2275,2370,2275,225041,521442006,75641091300,32887431,KSQ,ME005
282620,KR7282620004,기도산업,KOSDAQ,중견기업부,12900,2,-240,-1.83,13150,13150,12810,36612,473249280,75603120300,5860707,KSQ,ME005
107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,13370,2,-90,-0.67,13650,13650,13200,10199,135738450,75541221980,5650054,KSQ,ME005
012700,KR7012700001,리드코프,KOSDAQ,우량기업부,2900,3,0,0.0,2900,2925,2885,5243,15169030,75385070800,25994852,KSQ,ME005
039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,5240,1,210,4.17,5200,5430,5160,114763,607869710,75357561360,14381214,KSQ,ME005
117670,KR7117670000,알파칩스,KOSDAQ,벤처기업부,11290,2,-310,-2.67,11310,11570,11110,35152,399692490,75211067180,6661742,KSQ,ME005
066310,KR7066310004,큐에스아이,KOSDAQ,벤처기업부,8110,1,150,1.88,8200,8240,8020,27521,223435590,75192846310,9271621,KSQ,ME005
168330,KR7168330009,내츄럴엔도텍,KOSDAQ,투자주의환기종목(소속부없음),2365,2,-15,-0.63,2370,2375,2315,10938,25505665,75100338500,31754900,KSQ,ME005
040910,KR7040910002,아이씨디,KOSDAQ,중견기업부,4125,1,35,0.86,4065,4245,4065,7196,29756421,74968884375,18174275,KSQ,ME005
017480,KR7017480005,삼현철강,KOSDAQ,우량기업부,4840,2,-5,-0.1,4850,4855,4825,2549,12326590,74743587600,15442890,KSQ,ME005
377480,KR7377480009,마음AI,KOSDAQ,기술성장기업부,10500,1,600,6.06,10290,10880,10130,113927,1200475655,74657887500,7110275,KSQ,ME005
083790,KR7083790006,CG인바이츠,KOSDAQ,벤처기업부,969,2,-5,-0.51,978,978,950,28382,27327029,74510462358,76894182,KSQ,ME005
094860,KR7094860004,네오리진,KOSDAQ,중견기업부,1401,2,-71,-4.82,1472,1472,1387,29654,41696423,74407129614,53110014,KSQ,ME005
451250,KR7451250005,삐아,KOSDAQ,벤처기업부,7260,1,10,0.14,7270,7290,7250,2405,17482760,74239867020,10225877,KSQ,ME005
011370,KR7011370004,서한,KOSDAQ,우량기업부,3675,2,-45,-1.21,3715,3715,3660,15111,55632570,74157725775,20178973,KSQ,ME005
038680,KR7038680005,에스넷,KOSDAQ,우량기업부,3720,2,-25,-0.67,3775,3860,3720,18209,68518465,74075028240,19912642,KSQ,ME005
320000,KR7320000003,한울반도체,KOSDAQ,중견기업부,10710,1,120,1.13,10690,11250,10630,224658,2457404625,74045405700,6913670,KSQ,ME005
208140,KR7208140004,정다운,KOSDAQ,우량기업부,2260,1,5,0.22,2265,2265,2245,2140,4823987,73866395960,32684246,KSQ,ME005
060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,3050,2,-10,-0.33,3085,3085,3035,15798,48214870,73752111000,24181020,KSQ,ME005
360070,KR7360070007,탑머티리얼,KOSDAQ,중견기업부,8980,1,140,1.58,8710,9060,8710,7843,70299070,73564546140,8192043,KSQ,ME005
012790,KR7012790002,신일제약,KOSDAQ,우량기업부,6130,2,-10,-0.16,6150,6150,6100,3971,24306790,73476723950,11986415,KSQ,ME005
487580,KR7487580003,폴레드,KOSDAQ,벤처기업부,2915,1,25,0.87,2920,2965,2910,71430,209570859,73408039815,25182861,KSQ,ME005
024740,KR7024740003,한일단조,KOSDAQ,우량기업부,2230,2,-5,-0.22,2240,2265,2200,30445,67907785,73360419270,32897049,KSQ,ME005
371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,3110,2,-110,-3.42,3220,3400,3055,92309,291177680,73287181100,23565010,KSQ,ME005
011320,KR7011320009,유니크,KOSDAQ,우량기업부,3785,1,15,0.4,3825,3825,3760,8453,31964840,73128830575,19320695,KSQ,ME005
170030,KR7170030001,현대공업,KOSDAQ,우량기업부,4760,1,15,0.32,4770,4820,4740,2207,10526715,73018400000,15340000,KSQ,ME005
487400,KR7487400004,케이앤에스아이앤씨,KOSDAQ,기술성장기업부,7110,2,-70,-0.97,7280,7370,7090,84979,611406110,72954871020,10260882,KSQ,ME005
048430,KR7048430003,유라테크,KOSDAQ,우량기업부,6330,2,-40,-0.63,6350,6400,6270,28840,182668490,72921600000,11520000,KSQ,ME005
136150,KR7136150000,원일티엔아이,KOSDAQ,벤처기업부,8680,1,520,6.37,8000,9120,8000,41937,368666590,72747340400,8381030,KSQ,ME005
058630,KR7058630005,엠게임,KOSDAQ,우량기업부,3865,2,-10,-0.26,3895,3895,3830,20932,80936174,72555998510,18772574,KSQ,ME005
065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,6670,1,10,0.15,6670,6680,6640,2587,17215320,72555559650,10877895,KSQ,ME005
041910,KR7041910001,폴라리스AI파마,KOSDAQ,우량기업부,5440,1,70,1.3,5340,5520,5340,10470,56897840,72261424000,13283350,KSQ,ME005
